,Unnamed: 0,Nr. reviews,Nr. hotel reviews,Helpful votes,Score,Hotel stars,Nr. rooms,Member years,Num Traveler type,Num User country,Num Hotel name,Dummy Pool,Dummy Gym,Dummy Tennis,Dummy Spa,Dummy Casino,Dummy Free Internet,Num Review month,Num User continent
332,332,47,23,20,4,3.5,732,1,4,44,14,1,1,0,0,1,1,11,3
333,333,86,12,46,4,3.5,732,5,4,32,14,1,1,0,0,1,1,11,2
334,334,42,9,13,5,3.5,732,1,4,1,14,1,1,0,0,1,1,12,1
335,335,64,33,23,4,3.5,732,7,3,23,14,1,1,0,0,1,1,12,2
336,336,167,71,119,5,3,716,8,4,1,15,1,1,1,1,1,1,1,1
337,337,25,5,12,5,3,716,8,1,1,15,1,1,1,1,1,1,1,1
338,338,12,12,6,3,3,716,4,2,2,15,1,1,1,1,1,1,2,2
339,339,608,117,319,5,3,716,5,2,1,15,1,1,1,1,1,1,2,1
340,340,5,4,3,5,3,716,8,1,1,15,1,1,1,1,1,1,3,1
341,341,26,17,34,5,3,716,7,4,1,15,1,1,1,1,1,1,3,1
342,342,11,5,9,5,3,716,7,4,36,15,1,1,1,1,1,1,4,6
343,343,39,10,13,4,3,716,3,4,1,15,1,1,1,1,1,1,4,1
344,344,1,0,3,2,3,716,0,3,4,15,1,1,1,1,1,1,5,3
345,345,108,20,22,3,3,716,5,2,1,15,1,1,1,1,1,1,5,1
346,346,119,20,46,5,3,716,1,1,24,15,1,1,1,1,1,1,6,3
347,347,27,15,17,3,3,716,6,4,1,15,1,1,1,1,1,1,6,1
348,348,55,55,134,5,3,716,5,4,23,15,1,1,1,1,1,1,7,2
349,349,7,3,7,4,3,716,3,2,3,15,1,1,1,1,1,1,7,1
350,350,3,3,2,3,3,716,0,2,3,15,1,1,1,1,1,1,8,1
351,351,11,3,19,4,3,716,6,4,1,15,1,1,1,1,1,1,8,1
352,352,27,15,16,5,3,716,5,4,5,15,1,1,1,1,1,1,9,4
353,353,13,4,6,5,3,716,0,4,1,15,1,1,1,1,1,1,9,1
354,354,19,11,14,3,3,716,5,4,2,15,1,1,1,1,1,1,10,2
355,355,38,12,17,5,3,716,7,2,3,15,1,1,1,1,1,1,10,1
356,356,167,71,119,4,3,716,8,4,1,15,1,1,1,1,1,1,11,1
357,357,28,6,9,3,3,716,3,2,1,15,1,1,1,1,1,1,11,1
358,358,9,8,5,5,3,716,4,3,3,15,1,1,1,1,1,1,12,1
359,359,13,4,4,5,3,716,5,1,1,15,1,1,1,1,1,1,12,1
360,360,65,24,72,3,3,315,6,2,1,16,1,1,0,0,0,1,1,1
361,361,8,3,3,5,3,315,3,4,1,16,1,1,0,0,0,1,1,1
362,362,61,13,26,2,3,315,4,4,2,16,1,1,0,0,0,1,2,2
363,363,3,3,8,2,3,315,1,3,1,16,1,1,0,0,0,1,2,1
364,364,66,13,21,5,3,315,9,1,1,16,1,1,0,0,0,1,3,1
365,365,9,7,4,5,3,315,2,4,43,16,1,1,0,0,0,1,3,1
366,366,82,14,61,3,3,315,1,3,43,16,1,1,0,0,0,1,4,1
367,367,113,48,33,3,3,315,4,3,3,16,1,1,0,0,0,1,4,1
368,368,11,8,12,3,3,315,6,1,1,16,1,1,0,0,0,1,5,1
369,369,2,1,1,3,3,315,3,3,3,16,1,1,0,0,0,1,5,1
370,370,31,11,24,5,3,315,2,4,1,16,1,1,0,0,0,1,6,1
371,371,32,12,22,4,3,315,5,4,5,16,1,1,0,0,0,1,6,4
372,372,56,7,25,3,3,315,7,3,1,16,1,1,0,0,0,1,7,1
373,373,45,6,22,5,3,315,3,4,3,16,1,1,0,0,0,1,7,1
374,374,17,4,4,4,3,315,0,3,1,16,1,1,0,0,0,1,8,1
375,375,23,23,11,5,3,315,1,3,1,16,1,1,0,0,0,1,8,1
376,376,56,18,24,5,3,315,4,1,3,16,1,1,0,0,0,1,9,1
377,377,290,263,300,4,3,315,10,2,1,16,1,1,0,0,0,1,9,1
378,378,26,7,9,4,3,315,0,3,5,16,1,1,0,0,0,1,10,4
379,379,116,44,53,4,3,315,5,4,4,16,1,1,0,0,0,1,10,3
380,380,14,5,15,4,3,315,5,2,45,16,1,1,0,0,0,1,11,2
381,381,13,7,1,5,3,315,4,2,1,16,1,1,0,0,0,1,11,1
382,382,20,9,25,4,3,315,8,4,1,16,1,1,0,0,0,1,12,1
383,383,3,3,3,5,3,315,2,3,21,16,1,1,0,0,0,1,12,1
384,384,17,3,12,4,3.5,787,2,1,1,17,1,1,1,0,0,1,1,1
385,385,21,11,13,5,3.5,787,4,3,5,17,1,1,1,0,0,1,1,4
386,386,60,11,33,5,3.5,787,3,4,1,17,1,1,1,0,0,1,2,1
387,387,12,4,15,5,3.5,787,11,4,3,17,1,1,1,0,0,1,2,1
388,388,27,12,51,5,3.5,787,4,1,1,17,1,1,1,0,0,1,3,1
389,389,34,12,35,4,3.5,787,3,4,1,17,1,1,1,0,0,1,3,1
390,390,69,22,38,5,3.5,787,6,3,3,17,1,1,1,0,0,1,4,1
391,391,16,4,7,5,3.5,787,4,4,1,17,1,1,1,0,0,1,4,1
392,392,26,5,5,4,3.5,787,1,3,5,17,1,1,1,0,0,1,5,4
393,393,54,10,15,4,3.5,787,5,2,1,17,1,1,1,0,0,1,5,1
394,394,35,17,27,5,3.5,787,6,4,2,17,1,1,1,0,0,1,6,2
395,395,23,12,7,5,3.5,787,7,3,4,17,1,1,1,0,0,1,6,3
396,396,6,3,14,5,3.5,787,3,3,2,17,1,1,1,0,0,1,7,2
397,397,27,8,16,4,3.5,787,4,1,1,17,1,1,1,0,0,1,7,1
398,398,41,8,14,3,3.5,787,4,3,1,17,1,1,1,0,0,1,8,1
399,399,12,4,6,5,3.5,787,2,4,3,17,1,1,1,0,0,1,8,1
400,400,14,3,14,5,3.5,787,6,1,1,17,1,1,1,0,0,1,9,1
401,401,415,162,265,4,3.5,787,8,2,1,17,1,1,1,0,0,1,9,1
402,402,76,27,32,3,3.5,787,6,4,7,17,1,1,1,0,0,1,10,2
403,403,24,12,30,4,3.5,787,4,4,2,17,1,1,1,0,0,1,10,2
404,404,23,9,23,3,3.5,787,4,3,46,17,1,1,1,0,0,1,11,3
405,405,182,24,47,4,3.5,787,2,3,1,17,1,1,1,0,0,1,11,1
406,406,289,28,133,4,3.5,787,5,3,1,17,1,1,1,0,0,1,12,1
407,407,101,35,46,5,3.5,787,5,1,3,17,1,1,1,0,0,1,12,1
408,408,31,11,20,4,5,4027,2,2,7,18,1,1,0,1,1,1,1,2
409,409,20,6,9,5,5,4027,0,5,1,18,1,1,0,1,1,1,1,1
410,410,60,16,15,4,5,4027,5,3,1,18,1,1,0,1,1,1,2,1
411,411,1,0,2,5,5,4027,0,4,21,18,1,1,0,1,1,1,2,1
412,412,9,3,13,3,5,4027,2,4,1,18,1,1,0,1,1,1,3,1
413,413,19,7,5,5,5,4027,5,4,1,18,1,1,0,1,1,1,3,1
414,414,116,78,206,5,5,4027,9,4,27,18,1,1,0,1,1,1,4,3
415,415,22,13,26,4,5,4027,2,4,5,18,1,1,0,1,1,1,4,4
416,416,83,10,26,4,5,4027,1,3,5,18,1,1,0,1,1,1,5,4
417,417,20,3,9,5,5,4027,0,4,2,18,1,1,0,1,1,1,5,2
418,418,7,5,6,5,5,4027,1,4,1,18,1,1,0,1,1,1,6,1
419,419,95,34,46,5,5,4027,6,2,1,18,1,1,0,1,1,1,6,1
420,420,15,6,19,4,5,4027,4,4,5,18,1,1,0,1,1,1,7,4
421,421,13,7,12,4,5,4027,5,4,2,18,1,1,0,1,1,1,7,2
422,422,19,8,24,5,5,4027,10,3,3,18,1,1,0,1,1,1,8,1
423,423,21,6,15,5,5,4027,3,4,2,18,1,1,0,1,1,1,8,2
424,424,56,11,14,5,5,4027,5,4,2,18,1,1,0,1,1,1,9,2
425,425,29,7,15,5,5,4027,7,4,2,18,1,1,0,1,1,1,9,2
426,426,20,0,8,5,5,4027,2,4,36,18,1,1,0,1,1,1,10,6
427,427,39,20,31,4,5,4027,8,4,2,18,1,1,0,1,1,1,10,2
428,428,9,6,3,5,5,4027,5,1,31,18,1,1,0,1,1,1,11,2
429,429,43,38,29,5,5,4027,4,4,5,18,1,1,0,1,1,1,11,4
430,430,16,10,11,5,5,4027,9,3,35,18,1,1,0,1,1,1,12,3
431,431,6,6,12,4,5,4027,10,4,1,18,1,1,0,1,1,1,12,1
432,432,16,6,3,4,5,3933,3,5,5,19,1,1,0,1,1,1,1,4
433,433,15,3,13,5,5,3933,5,3,1,19,1,1,0,1,1,1,1,1
434,434,30,6,26,4,5,3933,3,4,1,19,1,1,0,1,1,1,2,1
435,435,41,9,111,5,5,3933,1,2,1,19,1,1,0,1,1,1,2,1
436,436,44,35,53,5,5,3933,6,4,4,19,1,1,0,1,1,1,3,3
437,437,30,9,17,2,5,3933,0,2,1,19,1,1,0,1,1,1,3,1
438,438,23,10,18,5,5,3933,4,2,7,19,1,1,0,1,1,1,4,2
439,439,3,0,8,2,5,3933,3,3,34,19,1,1,0,1,1,1,4,2
440,440,12,6,16,3,5,3933,3,1,2,19,1,1,0,1,1,1,5,2
441,441,15,6,17,5,5,3933,1,4,2,19,1,1,0,1,1,1,5,2
442,442,5,0,5,5,5,3933,0,3,2,19,1,1,0,1,1,1,6,2
443,443,32,5,11,4,5,3933,6,2,1,19,1,1,0,1,1,1,6,1
444,444,28,5,23,5,5,3933,5,4,1,19,1,1,0,1,1,1,7,1
445,445,77,18,48,4,5,3933,10,3,47,19,1,1,0,1,1,1,7,3
446,446,11,8,2,4,5,3933,0,5,1,19,1,1,0,1,1,1,8,1
447,447,102,25,37,5,5,3933,6,3,14,19,1,1,0,1,1,1,8,2
448,448,13,3,2,5,5,3933,6,4,7,19,1,1,0,1,1,1,9,2
449,449,62,13,31,4,5,3933,2,2,1,19,1,1,0,1,1,1,9,1
450,450,26,22,42,5,5,3933,5,4,2,19,1,1,0,1,1,1,10,2
451,451,13,6,12,4,5,3933,1,4,2,19,1,1,0,1,1,1,10,2
452,452,26,18,43,5,5,3933,4,1,2,19,1,1,0,1,1,1,11,2
453,453,17,10,39,5,5,3933,3,1,3,19,1,1,0,1,1,1,11,1
454,454,4,4,1,4,5,3933,1,2,4,19,1,1,0,1,1,1,12,3
455,455,20,18,19,2,5,3933,4,3,24,19,1,1,0,1,1,1,12,3
456,456,14,3,7,4,4,2916,7,4,1,20,1,1,0,1,1,1,1,1
457,457,19,3,12,5,4,2916,1,4,3,20,1,1,0,1,1,1,1,1
458,458,4,4,2,2,4,2916,1,4,1,20,1,1,0,1,1,1,2,1
459,459,116,12,43,4,4,2916,4,1,1,20,1,1,0,1,1,1,2,1
460,460,121,13,59,2,4,2916,9,4,1,20,1,1,0,1,1,1,3,1
461,461,14,7,6,5,4,2916,2,4,1,20,1,1,0,1,1,1,3,1
462,462,56,16,54,4,4,2916,9,2,1,20,1,1,0,1,1,1,4,1
463,463,73,4,39,3,4,2916,3,1,3,20,1,1,0,1,1,1,4,1
464,464,9,5,4,5,4,2916,6,1,1,20,1,1,0,1,1,1,5,1
465,465,137,42,51,3,4,2916,5,4,1,20,1,1,0,1,1,1,5,1
466,466,30,12,38,5,4,2916,4,4,5,20,1,1,0,1,1,1,6,4
467,467,130,19,49,3,4,2916,6,4,37,20,1,1,0,1,1,1,6,1
468,468,50,15,23,4,4,2916,3,4,1,20,1,1,0,1,1,1,7,1
469,469,22,9,11,4,4,2916,3,3,2,20,1,1,0,1,1,1,7,2
470,470,85,37,65,5,4,2916,4,3,8,20,1,1,0,1,1,1,8,5
471,471,73,7,26,5,4,2916,3,4,1,20,1,1,0,1,1,1,8,1
472,472,20,10,27,4,4,2916,2,4,1,20,1,1,0,1,1,1,9,1
473,473,13,6,13,5,4,2916,2,4,3,20,1,1,0,1,1,1,9,1
474,474,18,3,10,2,4,2916,2,4,3,20,1,1,0,1,1,1,10,1
475,475,6,4,6,5,4,2916,0,4,1,20,1,1,0,1,1,1,10,1
476,476,48,8,25,4,4,2916,6,4,1,20,1,1,0,1,1,1,11,1
477,477,24,3,5,5,4,2916,0,4,1,20,1,1,0,1,1,1,11,1
478,478,123,26,63,5,4,2916,4,4,3,20,1,1,0,1,1,1,12,1
479,479,24,7,6,4,4,2916,1,1,1,20,1,1,0,1,1,1,12,1
480,480,20,13,17,4,4,826,4,4,3,21,1,1,0,1,1,1,1,1
481,481,15,3,4,3,4,826,7,3,1,21,1,1,0,1,1,1,1,1
482,482,189,72,129,4,4,826,3,5,48,21,1,1,0,1,1,1,2,2
483,483,25,19,27,3,4,826,8,4,1,21,1,1,0,1,1,1,2,1
484,484,33,11,12,5,4,826,4,2,1,21,1,1,0,1,1,1,3,1
485,485,14,7,13,5,4,826,4,1,1,21,1,1,0,1,1,1,3,1
486,486,38,22,47,4,4,826,4,2,1,21,1,1,0,1,1,1,4,1
487,487,169,43,85,4,4,826,12,5,8,21,1,1,0,1,1,1,4,5
488,488,20,17,21,3,4,826,4,1,1,21,1,1,0,1,1,1,5,1
489,489,17,10,18,4,4,826,3,4,1,21,1,1,0,1,1,1,5,1
490,490,96,47,161,4,4,826,11,5,1,21,1,1,0,1,1,1,6,1
491,491,38,13,11,3,4,826,5,2,1,21,1,1,0,1,1,1,6,1
492,492,12,11,9,4,4,826,6,3,4,21,1,1,0,1,1,1,7,3
493,493,9,8,1,5,4,826,6,4,1,21,1,1,0,1,1,1,7,1
494,494,23,21,22,3,4,826,7,3,1,21,1,1,0,1,1,1,8,1
495,495,21,6,3,4,4,826,5,4,1,21,1,1,0,1,1,1,8,1
496,496,30,27,19,5,4,826,6,5,1,21,1,1,0,1,1,1,9,1
497,497,63,16,59,3,4,826,11,4,1,21,1,1,0,1,1,1,9,1
498,498,35,3,25,5,4,826,1,4,2,21,1,1,0,1,1,1,10,2
499,499,15,4,8,5,4,826,1,4,2,21,1,1,0,1,1,1,10,2
500,500,50,13,29,4,4,826,8,4,3,21,1,1,0,1,1,1,11,1
501,501,154,23,31,4,4,826,4,1,1,21,1,1,0,1,1,1,11,1
502,502,9,6,5,2,4,826,9,3,1,21,1,1,0,1,1,1,12,1
503,503,20,19,112,4,4,826,5,3,1,21,1,1,0,1,1,1,12,1
